timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1546452541788,131,HTTP Request,200,OK,http://www.example.com 1-9,text,true,,1597,116,29,29,131,0,0
1546452541695,235,HTTP Request,200,OK,http://www.example.com 1-26,text,true,,1608,116,29,29,233,0,115
1546452541825,108,HTTP Request,200,OK,http://www.example.com 1-4,text,true,,1592,116,29,29,108,0,0
1546452541830,128,HTTP Request,200,OK,http://www.example.com 1-24,text,true,,1592,116,30,30,128,0,0
1546452541839,121,HTTP Request,200,OK,http://www.example.com 1-7,text,true,,1592,116,30,30,121,0,0
1546452541844,117,HTTP Request,200,OK,http://www.example.com 1-13,text,true,,1608,116,30,30,117,0,0
1546452541843,120,HTTP Request,200,OK,http://www.example.com 1-14,text,true,,1592,116,30,30,120,0,0
1546452541844,120,HTTP Request,200,OK,http://www.example.com 1-11,text,true,,1592,116,30,30,120,0,0
1546452541851,113,HTTP Request,200,OK,http://www.example.com 1-16,text,true,,1613,116,30,30,113,0,0
1546452541842,122,HTTP Request,200,OK,http://www.example.com 1-22,text,true,,1592,116,30,30,122,0,0
1546452541841,125,HTTP Request,200,OK,http://www.example.com 1-20,text,true,,1597,116,30,30,125,0,0
1546452541841,125,HTTP Request,200,OK,http://www.example.com 1-18,text,true,,1592,116,30,30,124,0,0
1546452541843,128,HTTP Request,200,OK,http://www.example.com 1-5,text,true,,1613,116,30,30,127,0,0
1546452541854,126,HTTP Request,200,OK,http://www.example.com 1-15,text,true,,1597,116,30,30,123,0,0
1546452541864,121,HTTP Request,200,OK,http://www.example.com 1-17,text,true,,1592,116,30,30,121,0,0
1546452541865,121,HTTP Request,200,OK,http://www.example.com 1-19,text,true,,1614,116,30,30,120,0,0
1546452541870,126,HTTP Request,200,OK,http://www.example.com 1-21,text,true,,1614,116,31,31,126,0,0
1546452541870,130,HTTP Request,200,OK,http://www.example.com 1-23,text,true,,1613,116,31,31,130,0,0
1546452541755,255,HTTP Request,200,OK,http://www.example.com 1-27,text,true,,1613,116,31,31,254,0,124
1546452541841,171,HTTP Request,200,OK,http://www.example.com 1-2,text,true,,1592,116,31,31,171,0,0
1546452541841,172,HTTP Request,200,OK,http://www.example.com 1-8,text,true,,1592,116,31,31,172,0,0
1546452541911,107,HTTP Request,200,OK,http://www.example.com 1-12,text,true,,1592,116,31,31,107,0,0
1546452541909,111,HTTP Request,200,OK,http://www.example.com 1-3,text,true,,1592,116,31,31,111,0,0
1546452541901,119,HTTP Request,200,OK,http://www.example.com 1-1,text,true,,1592,116,31,31,119,0,0
1546452541905,115,HTTP Request,200,OK,http://www.example.com 1-6,text,true,,1592,116,31,31,115,0,0
1546452541916,105,HTTP Request,200,OK,http://www.example.com 1-10,text,true,,1614,116,31,31,105,0,0
1546452541919,110,HTTP Request,200,OK,http://www.example.com 1-9,text,true,,1592,116,31,31,109,0,0
1546452541933,109,HTTP Request,200,OK,http://www.example.com 1-4,text,true,,1614,116,31,31,109,0,0
1546452541959,111,HTTP Request,200,OK,http://www.example.com 1-24,text,true,,1597,116,32,32,109,0,0
1546452541961,117,HTTP Request,200,OK,http://www.example.com 1-7,text,true,,1613,116,32,32,116,0,0
1546452541963,117,HTTP Request,200,OK,http://www.example.com 1-14,text,true,,1592,116,32,32,117,0,0
1546452541966,117,HTTP Request,200,OK,http://www.example.com 1-20,text,true,,1614,116,32,32,117,0,0
1546452541964,121,HTTP Request,200,OK,http://www.example.com 1-11,text,true,,1592,116,32,32,120,0,0
1546452541966,119,HTTP Request,200,OK,http://www.example.com 1-18,text,true,,1592,116,32,32,119,0,0
1546452541971,114,HTTP Request,200,OK,http://www.example.com 1-5,text,true,,1592,116,32,32,114,0,0
1546452541964,121,HTTP Request,200,OK,http://www.example.com 1-16,text,true,,1613,116,32,32,121,0,0
1546452541965,120,HTTP Request,200,OK,http://www.example.com 1-22,text,true,,1592,116,32,32,119,0,0
1546452541980,106,HTTP Request,200,OK,http://www.example.com 1-15,text,true,,1592,116,32,32,106,0,0
1546452541985,109,HTTP Request,200,OK,http://www.example.com 1-17,text,true,,1592,116,32,32,109,0,0
1546452541986,109,HTTP Request,200,OK,http://www.example.com 1-19,text,true,,1608,116,32,32,109,0,0
1546452541962,139,HTTP Request,200,OK,http://www.example.com 1-13,text,true,,1614,116,32,32,139,0,0
1546452542000,105,HTTP Request,200,OK,http://www.example.com 1-23,text,true,,1608,116,32,32,105,0,0
1546452541996,109,HTTP Request,200,OK,http://www.example.com 1-21,text,true,,1613,116,32,32,109,0,0
1546452541816,296,HTTP Request,200,OK,http://www.example.com 1-28,text,true,,1614,116,32,32,295,0,114
1546452542013,110,HTTP Request,200,OK,http://www.example.com 1-8,text,true,,1592,116,33,33,110,0,0
1546452542021,105,HTTP Request,200,OK,http://www.example.com 1-1,text,true,,1613,116,33,33,105,0,0
1546452542018,108,HTTP Request,200,OK,http://www.example.com 1-12,text,true,,1592,116,33,33,108,0,0
1546452542021,107,HTTP Request,200,OK,http://www.example.com 1-3,text,true,,1597,116,33,33,105,0,0
1546452542021,109,HTTP Request,200,OK,http://www.example.com 1-6,text,true,,1592,116,33,33,109,0,0
1546452542013,118,HTTP Request,200,OK,http://www.example.com 1-2,text,true,,1597,116,33,33,118,0,0
1546452542022,110,HTTP Request,200,OK,http://www.example.com 1-10,text,true,,1613,116,33,33,110,0,0
1546452541875,263,HTTP Request,200,OK,http://www.example.com 1-29,text,true,,1592,116,33,33,261,0,125
1546452542010,132,HTTP Request,200,OK,http://www.example.com 1-27,text,true,,1613,116,33,33,132,0,0
1546452542029,131,HTTP Request,200,OK,http://www.example.com 1-9,text,true,,1592,116,33,33,131,0,0
1546452542043,136,HTTP Request,200,OK,http://www.example.com 1-4,text,true,,1592,116,34,34,136,0,0
